subjects	S	prime	R	rt
7	dog	WOOF	dog	0.511435051566689
7	cat	MEOW	cat	0.498697470822267
7	dog	MEOW	dog	0.281119552203831
7	dog	MEOW	dog	0.583607783965626
7	cat	MEOW	cat	0.564650819241627
7	dog	WOOF	cat	0.338962708882073
7	cat	WOOF	cat	0.315538319037491
7	dog	WOOF	cat	0.281530837005483
7	dog	WOOF	dog	0.548330578205384
7	dog	MEOW	dog	0.800723624494596
7	cat	WOOF	cat	0.585760911270719
7	cat	WOOF	cat	0.396847685828234
7	cat	WOOF	cat	1.18292727227211
7	cat	WOOF	cat	0.274814285480116
7	dog	WOOF	cat	0.467769130330409
7	dog	MEOW	dog	0.841677232525172
7	cat	MEOW	dog	0.466950284043955
7	cat	WOOF	cat	0.420784874921234
7	cat	MEOW	cat	0.624228482355659
7	cat	MEOW	cat	0.479647731541198
7	dog	WOOF	cat	0.307257697003376
7	cat	WOOF	cat	0.555582538047744
7	cat	MEOW	cat	0.393119053180053
7	cat	MEOW	cat	0.794543455186447
7	dog	WOOF	dog	0.652925721096554
7	cat	WOOF	cat	0.365709530116064
7	cat	MEOW	cat	0.770694166108111
7	dog	WOOF	dog	0.489982609822887
7	cat	MEOW	cat	0.362454283957236
7	cat	WOOF	dog	0.689602664093471
7	dog	MEOW	dog	0.34855871984873
7	dog	WOOF	dog	1.13020210197145
7	cat	WOOF	cat	0.289549812895695
7	dog	WOOF	dog	0.536340659820951
7	cat	MEOW	cat	0.64353663905738
7	dog	WOOF	dog	0.596458708599466
7	cat	MEOW	dog	0.459544253261138
7	dog	WOOF	cat	0.508496500266358
7	cat	MEOW	cat	0.554100492912248
7	dog	WOOF	dog	1.09338482322396
7	dog	MEOW	dog	0.346366446240839
7	dog	MEOW	dog	0.57147888001983
7	cat	WOOF	dog	0.502182337558088
7	cat	WOOF	cat	0.290931156031079
7	cat	MEOW	cat	0.476026452808177
7	cat	WOOF	cat	0.333861112437735
7	cat	MEOW	cat	0.335407098337901
7	dog	WOOF	cat	0.345696421517617
7	dog	WOOF	cat	0.370518232318359
7	cat	MEOW	cat	0.37360529462559
7	cat	MEOW	cat	0.516073354968304
7	dog	WOOF	dog	0.698581209528704
7	dog	MEOW	dog	0.333992244584095
7	cat	WOOF	cat	0.468902333586465
7	cat	WOOF	dog	0.608489187153375
7	dog	WOOF	dog	0.626592126861193
7	dog	MEOW	dog	1.01688379795326
7	dog	WOOF	dog	0.823361649511949
7	dog	MEOW	dog	0.407750806180472
7	dog	WOOF	cat	0.710378821589912
7	dog	WOOF	dog	1.54214809435529
7	dog	MEOW	dog	0.342709842623258
7	dog	MEOW	dog	0.822571548637536
7	dog	WOOF	dog	0.768927240810714
7	cat	MEOW	cat	0.299447277893933
7	cat	WOOF	cat	0.474854968495004
7	dog	MEOW	cat	1.10427721118824
7	dog	MEOW	cat	0.323554284663224
7	cat	WOOF	cat	0.403234694281091
7	cat	MEOW	dog	0.370323085550226
7	dog	MEOW	cat	0.630258401165743
7	dog	MEOW	dog	0.632609570743039
7	cat	WOOF	cat	0.971542942342739
7	dog	WOOF	cat	0.315020376461214
7	cat	WOOF	cat	0.307153041362395
7	cat	MEOW	dog	0.592439091554355
7	dog	MEOW	dog	0.342764541823767
7	cat	WOOF	cat	0.409124299296276
7	dog	MEOW	dog	0.394017276498266
7	cat	WOOF	cat	0.424477444349351
7	dog	WOOF	cat	0.438120744150597
7	dog	WOOF	dog	0.839570417160949
7	dog	WOOF	dog	0.624351140371482
7	dog	MEOW	dog	0.919233421660639
7	dog	MEOW	dog	0.41793723535425
7	dog	WOOF	dog	0.444828846513932
7	dog	WOOF	dog	0.356286800077897
7	dog	WOOF	cat	0.414605473074764
7	cat	WOOF	cat	0.30149152939456
7	cat	WOOF	cat	0.670629657020967
7	dog	MEOW	dog	0.340694028601218
7	dog	WOOF	cat	0.324348825398129
7	cat	WOOF	cat	0.481604482980159
7	dog	MEOW	dog	0.702832498022497
7	dog	MEOW	dog	0.462361872548746
7	cat	MEOW	cat	0.428548775296944
7	cat	MEOW	cat	0.544879002482255
7	dog	WOOF	dog	0.490441310648616
7	dog	MEOW	dog	0.645136042314757
7	dog	MEOW	dog	0.437722270170134
7	dog	WOOF	dog	0.794984265165924
7	dog	MEOW	dog	0.972030256163461
7	dog	MEOW	dog	0.695253698874756
7	cat	MEOW	cat	0.401763447297499
7	cat	WOOF	dog	0.470005556067576
7	cat	WOOF	cat	0.310308915780445
7	dog	WOOF	dog	0.774816657287776
7	dog	WOOF	dog	0.448698484614031
7	dog	MEOW	dog	0.653946314299018
7	dog	WOOF	cat	0.418388932410878
7	dog	WOOF	cat	0.276773366986371
7	dog	MEOW	dog	0.442462374747456
7	dog	WOOF	dog	0.446146980421608
7	dog	MEOW	dog	0.599098742708496
7	dog	WOOF	cat	0.861252777941544
7	dog	WOOF	cat	0.330768975139039
7	cat	WOOF	cat	0.388778286433075
7	cat	MEOW	dog	0.379180787235764
7	cat	WOOF	cat	0.283470897537701
7	cat	MEOW	cat	0.52355827109529
7	cat	MEOW	cat	0.490519137501712
7	cat	MEOW	dog	0.462795823129438
7	cat	MEOW	cat	1.18258820646874
7	cat	MEOW	cat	0.307904773098347
7	cat	WOOF	cat	0.339355901999578
7	dog	WOOF	cat	0.40592143666546
7	cat	WOOF	cat	0.539097053042755
7	cat	MEOW	cat	0.566094786521593
7	cat	MEOW	cat	0.652127282421093
7	dog	MEOW	dog	0.338811259948918
7	dog	WOOF	cat	0.426124479434045
7	dog	MEOW	dog	0.519203607798889
7	cat	MEOW	dog	1.01525839886607
7	cat	MEOW	dog	0.49435615228119
7	dog	MEOW	cat	2.55535591460322
7	dog	MEOW	dog	1.01616258941608
7	dog	MEOW	dog	0.931059763683618
7	dog	WOOF	dog	0.609670188580971
7	cat	WOOF	cat	0.555859318913918
7	cat	MEOW	dog	0.590349249721454
7	cat	MEOW	cat	0.640288742229917
7	dog	MEOW	dog	0.411623189643043
7	dog	MEOW	dog	0.807718998696749
7	cat	MEOW	cat	0.752545970318093
7	cat	MEOW	dog	0.418211388932713
7	cat	MEOW	cat	0.602653923139128
7	dog	WOOF	cat	0.385258332661201
7	cat	MEOW	dog	0.682299009425331
7	dog	MEOW	dog	0.315865650222415
7	dog	MEOW	dog	0.332160550601542
7	dog	WOOF	dog	0.666111724870377
7	cat	MEOW	cat	0.532765734751252
7	dog	MEOW	dog	0.40209284985059
7	dog	MEOW	dog	0.351469117643093
7	dog	MEOW	dog	1.05365819171819
7	cat	WOOF	cat	0.312073407639247
7	cat	MEOW	cat	0.386183743758594
7	cat	MEOW	cat	0.381222195704711
7	dog	MEOW	dog	0.296174016986158
7	dog	MEOW	dog	0.349291086812581
7	cat	WOOF	cat	0.338661442483872
7	dog	MEOW	dog	0.578531179980108
7	cat	WOOF	cat	0.331468241722877
7	cat	WOOF	cat	0.288599834845472
7	dog	WOOF	cat	0.380994474233075
7	cat	WOOF	cat	0.390604776875395
7	cat	WOOF	cat	0.299355672072019
7	cat	MEOW	dog	0.555480664027449
7	cat	WOOF	cat	0.379065283364004
7	dog	MEOW	dog	0.394673102315039
7	cat	WOOF	cat	0.310077101040385
7	dog	MEOW	dog	0.379518116107038
7	dog	WOOF	cat	0.489388223768794
7	cat	WOOF	dog	0.893958087943325
7	cat	WOOF	cat	0.32331013168534
7	dog	MEOW	dog	0.36217566180477
7	dog	MEOW	dog	0.55534730661564
7	cat	MEOW	cat	0.620864046711858
7	dog	MEOW	dog	0.333614271328504
7	dog	MEOW	cat	0.596187613663762
7	cat	MEOW	cat	1.07475542401126
7	dog	MEOW	dog	0.436192055157698
7	dog	WOOF	dog	0.447465974674543
7	cat	WOOF	cat	0.694748345826184
7	cat	MEOW	cat	0.449843948669397
7	cat	MEOW	cat	0.475019563986865
7	dog	MEOW	dog	0.308806773964834
7	dog	WOOF	dog	0.786746518160251
7	cat	WOOF	cat	0.33451224908788
7	cat	WOOF	cat	0.305336611990367
7	dog	MEOW	dog	0.331503742642651
7	cat	MEOW	cat	0.45580549378556
7	cat	MEOW	cat	0.530872483785658
7	dog	WOOF	dog	1.09441931997877
7	cat	WOOF	cat	0.308269872380234
7	cat	MEOW	cat	0.439536549257885
7	cat	MEOW	cat	0.596461910967855
7	cat	MEOW	dog	0.592626657154507
7	dog	WOOF	dog	0.721757360840948
7	cat	WOOF	cat	0.331064642669444
7	cat	MEOW	cat	0.776927139804782
7	dog	WOOF	cat	0.661304927058223
7	dog	WOOF	dog	0.900705815505527
7	dog	MEOW	dog	0.541647605832612
7	cat	WOOF	cat	0.745282027032229
7	dog	MEOW	dog	0.591121238265372
7	cat	MEOW	cat	0.528405511637441
7	dog	MEOW	cat	1.19590950435202
7	cat	WOOF	cat	0.305948202625254
7	dog	WOOF	dog	1.31231950586194
7	cat	MEOW	cat	0.494694017924615
7	cat	WOOF	cat	0.751178113219053
7	dog	WOOF	dog	0.510468228734284
7	dog	WOOF	dog	0.782495299258816
7	cat	WOOF	cat	1.05139182162422
7	cat	MEOW	cat	1.33800733528684
7	dog	WOOF	cat	0.312945915297202
7	cat	MEOW	cat	0.931676827482853
7	dog	WOOF	dog	0.416856889324309
7	dog	WOOF	dog	0.400395260693884
7	dog	MEOW	cat	0.44842407599993
7	cat	MEOW	cat	0.486335802324792
7	dog	WOOF	dog	0.423615185691596
7	cat	WOOF	cat	0.27780910770997
7	cat	MEOW	dog	0.912939283719661
7	dog	MEOW	dog	1.27428839142862
7	dog	WOOF	dog	0.569425831333993
7	dog	MEOW	dog	0.643288534450218
7	cat	MEOW	cat	0.312875323269667
7	cat	MEOW	dog	0.628111381683875
7	dog	WOOF	dog	0.413656553497597
7	cat	MEOW	dog	0.449269287982397
7	dog	MEOW	dog	0.369968018235343
7	cat	WOOF	cat	1.09192889955678
7	dog	MEOW	cat	0.440599426250011
7	dog	WOOF	dog	0.735408480082321
7	cat	MEOW	cat	1.44849668721508
7	cat	WOOF	cat	0.333560802986268
7	dog	MEOW	dog	0.831190752722992
7	dog	MEOW	dog	0.303268562652398
7	cat	WOOF	cat	0.287543488027127
7	cat	WOOF	cat	0.459459543539415
7	cat	WOOF	cat	0.467030872130579
7	cat	WOOF	cat	0.347166589993833
7	cat	MEOW	cat	0.536890875527165
7	cat	MEOW	cat	0.393212229582748
7	cat	MEOW	cat	0.796261918907061
7	cat	WOOF	cat	0.391968991353223
7	cat	MEOW	cat	0.713572420970624
7	cat	WOOF	cat	0.307464090340671
7	dog	WOOF	dog	1.054602169992
7	cat	WOOF	cat	0.314897105570604
7	dog	WOOF	dog	0.541401138098616
7	dog	MEOW	dog	0.478524825838762
7	dog	WOOF	cat	0.34552969742164
7	dog	WOOF	cat	0.66471110006683
7	cat	MEOW	cat	0.337297754173734
7	dog	MEOW	dog	0.623128678895415
7	cat	WOOF	dog	0.470675367056994
7	cat	MEOW	cat	0.50349761469353
7	dog	WOOF	dog	0.815120256062249
7	dog	MEOW	dog	0.468712827966831
7	cat	WOOF	cat	0.312342629454328
7	cat	MEOW	dog	0.660962847454485
7	cat	MEOW	dog	0.713081367336147
7	dog	WOOF	cat	0.341866781770041
7	dog	MEOW	dog	1.1729735907852
7	cat	WOOF	dog	0.437596483334334
7	dog	WOOF	cat	0.428196158796864
7	cat	WOOF	cat	1.60652806159788
7	cat	MEOW	cat	0.75064091110926
7	dog	WOOF	dog	0.426028443812645
7	cat	WOOF	cat	0.31938478938122
7	dog	WOOF	dog	0.634360763879101
7	cat	MEOW	cat	0.942878158871749
7	cat	WOOF	cat	0.331738645211427
7	dog	WOOF	dog	0.44949653380709
7	dog	MEOW	dog	0.31139416136819
7	dog	MEOW	dog	0.472088151280842
7	cat	WOOF	cat	0.406286073719689
7	dog	WOOF	dog	0.622466453047287
7	dog	MEOW	dog	0.561675013582024
7	dog	MEOW	dog	0.509015369482556
7	cat	WOOF	cat	0.325361409033488
7	cat	WOOF	cat	0.289433889581196
7	dog	MEOW	dog	0.648846788961359
7	cat	WOOF	cat	0.43845321104621
7	dog	WOOF	dog	0.517474106339668
7	dog	MEOW	dog	0.412984416190809
7	cat	WOOF	cat	0.76279635769989
7	dog	WOOF	cat	0.302456874129231
7	cat	MEOW	cat	0.432135304648567
7	dog	MEOW	dog	0.325369105869556
7	cat	MEOW	cat	0.510781049010257
7	dog	WOOF	dog	1.10614099896689
7	dog	WOOF	dog	0.479691819481602
7	dog	MEOW	dog	0.397680224838103
7	cat	WOOF	cat	0.276296164895443
7	dog	WOOF	cat	0.275888493974147
7	cat	WOOF	cat	0.319848968329003
7	dog	MEOW	dog	0.372113631627916
7	dog	MEOW	cat	0.398883492395977
7	cat	MEOW	dog	0.548870786023337
7	dog	WOOF	dog	0.711345648060984
7	dog	WOOF	dog	0.76796847528427
7	cat	WOOF	dog	0.491560171151374
7	cat	WOOF	cat	0.368031159152779
7	dog	WOOF	dog	0.505392224770856
7	dog	MEOW	dog	0.314678166053151
7	cat	WOOF	cat	0.298527608411922
7	dog	MEOW	dog	0.394120216608073
7	dog	MEOW	dog	0.363264057521794
7	dog	WOOF	dog	0.733684522860405
7	cat	MEOW	cat	0.439120912969924
7	cat	MEOW	dog	1.00657719283289
7	cat	WOOF	cat	0.557485613922444
7	cat	MEOW	cat	0.657889886761298
7	cat	WOOF	cat	0.575705795594254
7	dog	MEOW	dog	0.453530106733846
7	dog	MEOW	dog	0.639012724624222
7	dog	WOOF	dog	0.75248204202789
7	dog	WOOF	dog	0.563286966556819
7	dog	MEOW	dog	0.422810125498109
7	cat	MEOW	cat	0.872046352987511
7	dog	MEOW	dog	0.570562920643639
7	cat	MEOW	dog	0.51315812195209
7	cat	WOOF	cat	0.307846604283578
7	dog	MEOW	dog	0.321935052902592
7	cat	MEOW	dog	0.434464784125277
7	dog	MEOW	dog	0.622860556217597
7	dog	MEOW	dog	0.837436277829979
7	dog	WOOF	dog	0.934861818867771
7	dog	WOOF	cat	0.306108877931347
7	dog	MEOW	cat	0.840686467626188
7	cat	MEOW	cat	0.35692184169405
7	cat	WOOF	cat	0.323604398900263
7	dog	WOOF	dog	0.444967945940121
7	cat	MEOW	cat	0.41152735511658
7	dog	WOOF	cat	0.289065698441593
7	cat	MEOW	dog	0.425579531197924
7	cat	MEOW	cat	0.493432761317264
7	cat	MEOW	cat	0.60126992835727
7	cat	MEOW	dog	0.367751062534777
7	cat	MEOW	cat	0.481063809596066
7	dog	MEOW	dog	0.727352174657287
7	cat	WOOF	dog	0.584024141443376
7	dog	MEOW	dog	0.317642001604658
7	dog	WOOF	cat	0.31206890837118
7	dog	WOOF	dog	0.812000972248303
7	dog	WOOF	cat	0.41275268471521
7	cat	WOOF	cat	0.315141347255506
7	dog	WOOF	dog	1.06031286528277
7	cat	WOOF	dog	0.371280302871335
7	cat	MEOW	cat	0.713639321398538
7	cat	WOOF	cat	0.773210927819782
7	cat	MEOW	cat	0.728779910704332
7	cat	WOOF	cat	0.322603962109926
7	cat	WOOF	cat	0.33635754300034
7	dog	MEOW	dog	0.415735111292594
7	cat	WOOF	cat	0.666699907534269
7	dog	WOOF	cat	0.695672934698197
7	cat	WOOF	cat	0.302626716323903
7	cat	MEOW	cat	0.477095639314997
7	dog	MEOW	dog	0.33939383540385
7	dog	WOOF	dog	0.59561074840415
7	cat	WOOF	cat	0.971108157041066
7	cat	WOOF	dog	1.17072488461167
7	cat	WOOF	cat	0.374875499058993
7	dog	MEOW	dog	0.461556431578601
7	dog	MEOW	cat	0.336338038875109
7	dog	WOOF	dog	0.644745130417231
7	dog	WOOF	dog	0.410719095469199
7	dog	MEOW	dog	0.641214155833921
7	cat	MEOW	dog	0.318797169054202
7	dog	WOOF	dog	0.585957920935635
7	dog	WOOF	dog	0.930440164411541
7	cat	MEOW	cat	0.744421932110758
7	cat	WOOF	cat	0.536742373181497
7	dog	WOOF	cat	0.432529540465164
7	dog	MEOW	dog	0.571774244030396
7	cat	MEOW	dog	0.388930650687108
7	cat	WOOF	cat	0.294860845552979
7	dog	WOOF	cat	0.393321484177968
7	cat	WOOF	cat	0.320687359842538
7	cat	WOOF	cat	0.424191030490359
7	dog	WOOF	dog	1.2733875975349
7	cat	WOOF	cat	1.05508607433415
7	dog	WOOF	dog	0.510168650137697
7	dog	WOOF	dog	0.59009544210236
7	cat	WOOF	cat	0.560945766775437
7	cat	WOOF	cat	0.672389525810511
7	cat	WOOF	cat	0.423868318171135
7	cat	MEOW	cat	0.607510453901998
7	cat	WOOF	cat	0.77016263068046
7	cat	WOOF	cat	0.467190107093257
7	cat	WOOF	cat	0.47002471205578
7	cat	WOOF	cat	0.300846046029065
7	dog	WOOF	dog	0.540551610993742
7	dog	MEOW	dog	0.845044136779035
7	cat	MEOW	cat	0.37603683810231
7	cat	WOOF	cat	0.514296994544858
7	cat	MEOW	cat	0.715850458901226
7	cat	MEOW	cat	0.3798864919228
7	dog	WOOF	dog	0.562475554448535
7	dog	MEOW	dog	0.791599866543373
7	cat	MEOW	dog	0.345154751610619
7	cat	MEOW	cat	0.484853070916829
7	cat	MEOW	dog	0.32196692007558
7	dog	WOOF	cat	0.318503321723806
7	dog	WOOF	cat	0.297570324556539
7	cat	WOOF	cat	0.321007051774708
7	dog	MEOW	dog	0.66224486895607
7	dog	MEOW	dog	0.409780712290708
7	dog	MEOW	dog	0.539652976962887
7	cat	WOOF	cat	0.549017409914926
7	dog	WOOF	dog	1.13259309641037
7	cat	WOOF	cat	0.350127333463601
7	dog	WOOF	dog	0.568252317073654
7	dog	MEOW	dog	0.312943272582108
7	cat	MEOW	cat	0.906635996854499
7	cat	MEOW	cat	1.07517809327606
7	cat	WOOF	cat	0.31159021297043
7	dog	WOOF	dog	0.428965997356976
7	dog	MEOW	dog	0.386532132494342
7	cat	MEOW	cat	0.438521240352665
7	cat	MEOW	dog	0.410065781152512
7	cat	WOOF	cat	0.345691041669426
7	dog	MEOW	dog	0.346048105518569
7	cat	WOOF	cat	0.457110029820011
7	cat	WOOF	cat	0.795924401526696
7	dog	WOOF	cat	0.294165848190963
7	dog	WOOF	dog	0.564604819968887
7	cat	MEOW	cat	0.610467056796841
7	dog	WOOF	dog	1.13175755581849
7	dog	MEOW	dog	0.45660708312283
7	dog	MEOW	dog	0.349643890630459
7	dog	WOOF	cat	0.39995035018226
7	dog	MEOW	dog	0.336717400465964
7	cat	MEOW	cat	0.406429219639366
7	dog	WOOF	cat	0.28859468105808
7	cat	MEOW	cat	0.598625997695724
7	cat	WOOF	cat	0.314765779157335
7	cat	MEOW	cat	0.4791741309715
7	dog	MEOW	dog	0.512920916599165
7	cat	MEOW	cat	0.55458795714349
7	cat	MEOW	cat	0.777564325693237
8	cat	WOOF	cat	0.402050405681526
8	dog	WOOF	dog	0.653429839852546
8	dog	MEOW	cat	0.728359309740246
8	cat	WOOF	cat	0.810995349231545
8	dog	WOOF	cat	0.313358755236952
8	dog	MEOW	dog	0.250263037728509
8	cat	WOOF	cat	0.221372730799238
8	dog	MEOW	cat	0.322113085471528
8	dog	WOOF	dog	0.332899107903456
8	cat	WOOF	cat	0.360000116510708
8	cat	MEOW	cat	0.744778739662583
8	dog	WOOF	dog	0.386488807144737
8	cat	WOOF	cat	0.22618562109003
8	dog	WOOF	cat	0.26643098192977
8	cat	MEOW	cat	0.241848318702543
8	dog	MEOW	cat	0.24024868697533
8	cat	WOOF	cat	0.415412808946673
8	dog	WOOF	dog	0.346614422987515
8	dog	MEOW	dog	0.475862870452913
8	dog	WOOF	dog	0.333094417784815
8	cat	MEOW	cat	0.266495643335781
8	cat	WOOF	cat	0.205905034598779
8	cat	WOOF	cat	0.545127483547555
8	cat	WOOF	cat	0.624877626657347
8	dog	MEOW	dog	0.236607974007715
8	dog	WOOF	dog	0.291975513603701
8	dog	WOOF	dog	0.393443983911997
8	cat	MEOW	cat	0.633473246961864
8	dog	MEOW	dog	0.499438178977295
8	dog	MEOW	cat	0.735759360749494
8	cat	MEOW	dog	0.309752989679069
8	dog	WOOF	cat	0.199196750824502
8	dog	WOOF	dog	1.15565261764439
8	dog	MEOW	dog	0.399375629872293
8	dog	MEOW	dog	0.296446506902237
8	cat	WOOF	dog	0.373562798638773
8	cat	MEOW	cat	0.419009815404521
8	dog	MEOW	dog	0.273446699743912
8	dog	MEOW	dog	0.460302179176804
8	dog	WOOF	dog	0.718683823462828
8	dog	WOOF	dog	0.455534061203127
8	cat	WOOF	cat	0.403119255021913
8	cat	WOOF	cat	0.216588193113889
8	dog	WOOF	dog	0.856416075013774
8	cat	WOOF	dog	0.304951100797871
8	dog	WOOF	dog	0.817806909892983
8	dog	WOOF	dog	0.325221961728118
8	dog	MEOW	dog	0.313096274474793
8	cat	WOOF	cat	0.20162971329433
8	dog	WOOF	dog	0.436411598815456
8	cat	MEOW	cat	0.934813026468453
8	cat	MEOW	cat	0.6407189867524
8	cat	WOOF	cat	0.582041663797884
8	cat	WOOF	cat	0.284304581492525
8	cat	MEOW	cat	0.662481485213411
8	dog	MEOW	dog	0.329191218882921
8	cat	MEOW	cat	0.91950192857513
8	cat	MEOW	cat	0.468627271845811
8	cat	MEOW	cat	0.254565499071608
8	dog	WOOF	dog	0.267026578469486
8	dog	WOOF	cat	0.225278557019441
8	dog	WOOF	dog	0.25330334731029
8	dog	WOOF	dog	0.298626622299781
8	dog	MEOW	dog	0.337778066425509
8	dog	MEOW	dog	0.485311269638177
8	cat	MEOW	cat	0.347635408345814
8	cat	WOOF	cat	0.272034795354353
8	cat	WOOF	cat	0.234509232205657
8	dog	MEOW	cat	0.548231442034346
8	dog	MEOW	dog	0.524454170869148
8	dog	MEOW	cat	0.226712521513032
8	cat	WOOF	cat	0.354687711348181
8	dog	WOOF	dog	0.288483003122583
8	dog	MEOW	dog	0.458789219657994
8	cat	MEOW	cat	0.263801651798109
8	dog	WOOF	dog	0.451470651334566
8	cat	MEOW	cat	0.236547410548277
8	dog	WOOF	dog	0.691673292985327
8	cat	WOOF	cat	0.277210707088618
8	cat	MEOW	cat	0.287977176896852
8	dog	WOOF	dog	0.281772128090975
8	cat	MEOW	cat	0.546417919291961
8	cat	MEOW	cat	0.548361860161703
8	dog	MEOW	dog	0.236056085171827
8	dog	WOOF	cat	0.275217220284401
8	cat	MEOW	cat	1.06548296103382
8	cat	MEOW	dog	0.414003162764644
8	cat	WOOF	cat	0.250376990748398
8	dog	MEOW	dog	0.447928810249953
8	dog	MEOW	dog	0.285403203535284
8	dog	WOOF	cat	0.199294881038346
8	cat	MEOW	cat	0.476659330195972
8	dog	MEOW	dog	0.459749116020565
8	dog	WOOF	dog	0.2924353056014
8	dog	MEOW	dog	0.436267502148259
8	dog	WOOF	dog	0.322987252209127
8	dog	MEOW	dog	0.320249419516547
8	dog	MEOW	cat	0.352604346602402
8	cat	MEOW	cat	0.543463574045019
8	dog	WOOF	dog	0.243425315438447
8	cat	WOOF	cat	1.20356629194592
8	dog	WOOF	dog	0.33830414247714
8	dog	WOOF	cat	0.281429908187062
8	cat	MEOW	cat	0.392234641217792
8	dog	MEOW	dog	0.376133904888294
8	dog	MEOW	dog	0.288402593280004
8	cat	WOOF	dog	0.335474633411855
8	dog	WOOF	dog	0.323927585597639
8	cat	MEOW	cat	0.227869914304435
8	cat	WOOF	cat	0.917624932826186
8	dog	MEOW	dog	0.252910454864668
8	dog	WOOF	dog	0.382393339359857
8	dog	WOOF	cat	0.271992767543859
8	cat	MEOW	cat	0.407182994600631
8	cat	WOOF	cat	0.258114091677414
8	cat	MEOW	dog	0.845178526798793
8	cat	WOOF	cat	0.356970940409793
8	dog	MEOW	cat	0.349115642465408
8	cat	WOOF	cat	0.325326552624627
8	cat	MEOW	cat	0.834588545099165
8	dog	MEOW	dog	0.647067179346472
8	cat	MEOW	cat	0.227871740966466
8	cat	WOOF	cat	0.453003899648239
8	dog	WOOF	cat	0.271137876401503
8	dog	WOOF	cat	0.416670057538438
8	cat	WOOF	cat	0.236691215057468
8	dog	WOOF	dog	0.434644952220682
8	cat	WOOF	cat	0.820720210254905
8	cat	WOOF	cat	0.820793299128482
8	dog	WOOF	dog	0.372946074021067
8	dog	MEOW	dog	0.918783961146888
8	cat	MEOW	dog	0.657886546237824
8	dog	WOOF	dog	0.356180444143529
8	dog	WOOF	dog	0.406489111391556
8	cat	WOOF	dog	0.387079834374966
8	cat	MEOW	dog	0.27593549423852
8	cat	MEOW	cat	0.255568223851856
8	dog	WOOF	dog	0.811111488785582
8	dog	MEOW	dog	1.18158902129922
8	dog	WOOF	dog	0.283195618875739
8	cat	WOOF	cat	0.469240605350561
8	cat	MEOW	cat	0.338881235739363
8	cat	WOOF	cat	0.389045934537272
8	dog	MEOW	dog	0.461593750849256
8	dog	MEOW	cat	0.401638291164813
8	dog	WOOF	dog	0.632266253113081
8	dog	WOOF	cat	0.243758926995683
8	dog	MEOW	dog	0.67204190162555
8	cat	WOOF	cat	0.463107835846639
8	cat	MEOW	cat	0.552663778823297
8	cat	WOOF	dog	0.39955345012714
8	dog	MEOW	dog	0.275782805260187
8	dog	WOOF	dog	0.32283331842422
8	cat	MEOW	cat	0.623892326701426
8	dog	WOOF	dog	0.320689132308031
8	dog	WOOF	dog	0.947510183678058
8	cat	MEOW	cat	0.783161544894361
8	dog	MEOW	dog	0.347000568999741
8	cat	MEOW	dog	0.30175404330159
8	dog	WOOF	dog	0.56966181755754
8	cat	MEOW	cat	0.277326781659838
8	dog	WOOF	cat	0.321385026915736
8	cat	MEOW	cat	0.24895339408732
8	cat	MEOW	cat	0.540995312441518
8	dog	WOOF	dog	0.215286587546834
8	cat	MEOW	cat	0.381328683376358
8	dog	MEOW	dog	0.761309888263613
8	dog	MEOW	cat	0.222021019560785
8	dog	WOOF	cat	0.237190858794019
8	cat	WOOF	cat	0.469328134863174
8	dog	WOOF	dog	0.532832009928745
8	cat	WOOF	cat	0.500988418273352
8	cat	WOOF	cat	0.49103191901143
8	dog	MEOW	cat	0.936953347528707
8	cat	WOOF	cat	0.285535621312907
8	cat	WOOF	cat	0.340321969049537
8	cat	MEOW	cat	0.330876639266435
8	dog	MEOW	dog	0.460685615337693
8	cat	WOOF	cat	0.411666463259493
8	cat	WOOF	dog	0.284817949053713
8	dog	MEOW	dog	0.293247770190158
8	cat	WOOF	cat	0.45612783914114
8	cat	WOOF	cat	0.22738862279825
8	dog	MEOW	dog	0.46786059827556
8	cat	WOOF	cat	0.359147617071753
8	dog	WOOF	dog	0.478331087970445
8	cat	MEOW	cat	0.791579991446931
8	cat	MEOW	cat	0.44256598390622
8	dog	WOOF	dog	1.00575655688695
8	cat	MEOW	dog	0.411983674693093
8	dog	WOOF	dog	0.323045178581451
8	cat	WOOF	cat	0.213806681589405
8	cat	WOOF	cat	0.466706948364573
8	dog	MEOW	dog	0.42953194226134
8	cat	WOOF	cat	0.597189030728569
8	cat	MEOW	dog	0.390833561645795
8	dog	MEOW	dog	0.39512664919796
8	cat	MEOW	cat	0.574314133890695
8	dog	MEOW	cat	1.42443151899657
8	cat	MEOW	cat	0.317334042165783
8	cat	WOOF	cat	0.722553596300788
8	dog	MEOW	dog	0.342504471556579
8	cat	WOOF	cat	0.392619086818356
8	cat	WOOF	cat	0.504008128530228
8	cat	WOOF	cat	0.377637875034931
8	dog	WOOF	dog	0.571785867835257
8	dog	MEOW	dog	0.275300260831787
8	dog	WOOF	cat	0.237615485251515
8	cat	WOOF	cat	0.244312036819886
8	cat	WOOF	cat	0.283322348536153
8	dog	MEOW	cat	0.347446366605102
8	cat	WOOF	cat	0.629580493563857
8	cat	WOOF	cat	0.516499428355321
8	cat	WOOF	dog	0.398928716289954
8	cat	MEOW	cat	0.517043309752664
8	cat	WOOF	cat	0.240434361709451
8	cat	MEOW	cat	0.477759598664869
8	dog	MEOW	dog	0.405216485795166
8	cat	MEOW	cat	0.297474016462783
8	cat	WOOF	cat	0.283597487144637
